id_firma,domeniu,mx,verdict,dovada_pag
1075,belor.ro,True,probabil-nume,despre-noi
1080,selir.com,True,nevalidat,
1023,ubb.ro,False,nevalidat,
1027,usamvcluj.ro,True,probabil-nume,despre-noi
1021,ubb.ro,False,nevalidat,
1024,umfcluj.ro,True,nevalidat,
1022,usamvcluj.ro,True,nevalidat,
2491,tixy.ro,True,nevalidat,
15,arelux.ro,True,probabil-nume,despre-noi
18,btdirect.ro,True,nevalidat,
19,barleta.ro,True,nevalidat,
20,barlinek.ro,True,nevalidat,
2340,acetsv.ro,True,nevalidat,
2341,agrolinebucovina.ro,True,CONFIRMAT-CUI,contact
2342,albemma.ro,True,CONFIRMAT-CUI,contact
2345,alsim.com.ro,True,nevalidat,
2327,termoplast.ro,True,probabil-nume,despre-noi
2331,usedful.eu,True,probabil-nume,despre-noi
2333,voltax.ro,True,CONFIRMAT-CUI,/
2313,logitrans-romania.com,True,probabil-nume,despre-noi
2319,moldocor.ro,True,probabil-nume,despre-noi
2320,odloromania.com,False,nevalidat,
2321,pni.ro,True,CONFIRMAT-CUI,despre-noi
2322,petrouzinex.com,True,probabil-nume,despre-noi
2300,cibi.ro,True,CONFIRMAT-CUI,contact
2302,apaserv.eu,True,CONFIRMAT-CUI,despre-noi
2305,dinamic92.ro,True,CONFIRMAT-CUI,/
2306,dolinex.ro,True,CONFIRMAT-CUI,contact
2307,eturia.ro,True,CONFIRMAT-CUI,/
2308,farmaciaardealul.ro,True,probabil-nume,despre-noi
2311,kober.ro,True,nevalidat,
1175,brikston.ro,True,nevalidat,
1187,centric.eu,True,probabil-nume,despre-noi
1162,ford-iasi.ro,True,CONFIRMAT-CUI,contact
1167,avatti.ro,True,probabil-nume,contact
1169,avistrans.ro,False,nevalidat,
1172,bccbetoane.ro,True,probabil-nume,despre-noi
1153,panifcom.ro,True,CONFIRMAT-CUI,contact
1154,altenromania.ro,True,nevalidat,
1158,arcadiamedical.ro,True,CONFIRMAT-CUI,contact
1159,arcadiamedical.ro,True,CONFIRMAT-CUI,contact
1146,aswarehouse.ro,True,probabil-nume,despre-noi
1147,according.ro,True,CONFIRMAT-CUI,/
1148,adnprefabricate.ro,True,CONFIRMAT-CUI,/
1232,iasicon.ro,True,nevalidat,
1233,igwpower.com,True,probabil-nume,contact
1211,electroputerevfu.ro,True,probabil-nume,despre-noi
1212,elematis.ro,True,probabil-nume,despre-noi
1213,enviroconstruct.ro,True,probabil-nume,despre-noi
1215,expresscredit.ro,True,CONFIRMAT-CUI,/
1218,estexpress.ro,True,CONFIRMAT-CUI,/
1220,fitermanpharma.ro,True,nevalidat,
1221,focality.ro,True,probabil-nume,despre-noi
1205,democonstruct.ro,True,probabil-nume,/
1207,ddi.ro,True,probabil-nume,despre-noi
1189,citadinis.ro,True,probabil-nume,despre-noi
1190,climatherm.ro,True,nevalidat,
1191,cobyul.ro,True,CONFIRMAT-CUI,/
1193,sctpiasi.ro,True,probabil-nume,contact
1195,conestevolution.ro,True,nevalidat,
1196,conestiasi.ro,True,nevalidat,
1197,conexdist.ro,True,CONFIRMAT-CUI,contact
1276,rutilliadolfo.com,True,nevalidat,
1278,sandra.ro,True,nevalidat,
1280,spiasi.ro,True,probabil-nume,/
1282,signivis.com,True,nevalidat,
1260,ilpasso.ro,True,nevalidat,
1261,pharma-iasi.ro,True,probabil-nume,despre-noi
1264,primaconstruct.ro,True,probabil-nume,despre-noi
1266,quartzmatrix.ro,True,probabil-nume,despre-noi
1267,quatrogrup.com,True,probabil-nume,despre-noi
1270,resonance.ro,True,probabil-nume,despre-noi
1271,ritmic-com.ro,True,probabil-nume,despre-noi
1251,misavan.ro,True,CONFIRMAT-CUI,/
1257,omcomould.com,True,nevalidat,
1258,palasiasi.ro,True,probabil-nume,contact
1235,kosarom.ro,True,probabil-nume,/
1241,lorimermarket.ro,True,probabil-nume,despre-noi
1242,mado.ro,True,probabil-nume,/
1244,marcel.com.ro,True,probabil-nume,despre-noi
1245,mbd.ro,True,nevalidat,
1249,migdalin.ro,True,probabil-nume,despre-noi
1338,adimag.ro,True,nevalidat,
1293,usi365.ro,True,CONFIRMAT-CUI,/
1295,vetro.vet,True,CONFIRMAT-CUI,contact
1298,zoork.ro,True,probabil-nume,contact
1287,tsiasi.ro,True,probabil-nume,despre-noi
1402,laterre.ro,True,probabil-nume,despre-noi
1379,almametsrl.ro,True,probabil-nume,despre-noi
1441,bavarianey.ro,True,CONFIRMAT-CUI,contact
1458,blematrans.ro,True,probabil-nume,contact
1420,autocomplet.ro,False,CONFIRMAT-CUI,/
1563,roz-bombon.ro,True,probabil-nume,despre-noi
1570,mobilatarnaveni.ro,True,nevalidat,
1542,sccfmures.ro,True,probabil-nume,/
1547,coraliasighisoara.ro,True,probabil-nume,despre-noi
1548,costacos-exchange.ro,True,nevalidat,
1541,csigrup.ro,True,probabil-nume,contact
1513,cityautomobilemures.ro,True,probabil-nume,despre-noi
2293,roman.arcelormittal.com,False,nevalidat,
2294,augsburgknitwear.com,False,CONFIRMAT-CUI,/
2297,bicoindustries.ro,True,nevalidat,
2285,zolvas.com,False,probabil-nume,/
2288,fereastra-adf.ro,True,nevalidat,
2219,betoanemures.ro,True,nevalidat,
2225,tubsystem.ro,True,nevalidat,
2298,briliant-group.ro,True,probabil-nume,despre-noi
2237,valeaizvoarelor.com,True,probabil-nume,despre-noi
1659,restaurantexcalibur.ro,True,probabil-nume,contact
1612,ecool-group.ro,True,CONFIRMAT-CUI,contact
1621,eldi.ro,True,nevalidat,
1584,diadrag.ro,True,probabil-nume,despre-noi
1587,dianatruck.ro,True,nevalidat,
1588,diego.ro,True,probabil-nume,despre-noi
1726,licenceglobal.com,True,probabil-nume,despre-noi
1685,filux.ro,True,nevalidat,
1669,farel.ro,True,nevalidat,
1763,foodpack.ro,True,probabil-nume,despre-noi
1767,imgp-sb.ro,True,probabil-nume,despre-noi
1852,mamma-mood.ro,True,CONFIRMAT-CUI,/
2183,tiberiuglas.ro,True,nevalidat,
2185,tiger.ro,True,probabil-nume,despre-noi
2134,smartdreamers.com,True,probabil-nume,contact
2149,str8minds.com,True,probabil-nume,despre-noi
1988,automag.ro,True,CONFIRMAT-CUI,/
1963,oleander.ro,False,nevalidat,
1919,betoanemures.ro,True,probabil-nume,despre-noi
2109,smrecosal.ro,True,CONFIRMAT-CUI,/
2095,atlasimagistica.com,True,probabil-nume,despre-noi
2102,halaszcsarda.ro,True,CONFIRMAT-CUI,/
2081,rometaldianis.ro,True,nevalidat,
2084,rommetaleng.com,True,nevalidat,
2041,promobdecor.com,True,nevalidat,
2043,flozo.ro,True,probabil-nume,despre-noi
2481,perfectelma.ro,False,nevalidat,
2484,premiumporc.com,True,probabil-nume,despre-noi
2487,scorpion.ro,True,CONFIRMAT-CUI,/
2488,simizfashion.ro,True,probabil-nume,despre-noi
21,barrier.ro,True,probabil-nume,despre-noi
2471,ecox.ro,True,nevalidat,
2460,beciuldomnesc.ro,True,nevalidat,
2461,beciuldomnesc.ro,True,probabil-nume,/
2463,cupfocsani.ro,True,CONFIRMAT-CUI,/
2467,deep-serv.ro,True,CONFIRMAT-CUI,contact
2402,romoldova.com,True,nevalidat,
2454,annabella.ro,True,probabil-nume,contact
2455,artifexfashion.ro,True,nevalidat,
2456,aurora-odobesti.ro,True,probabil-nume,despre-noi
2459,aviputna.ro,False,probabil-nume,despre-noi
57,licurici.com.ro,True,CONFIRMAT-CUI,/
54,intertradegroup.ro,True,probabil-nume,despre-noi
55,intertranscom.ro,True,probabil-nume,despre-noi
40,demeco.ro,True,probabil-nume,despre-noi
41,eduprogrup.ro,True,nevalidat,
42,electricplus.ro,True,nevalidat,
46,europrodfood.ro,True,probabil-nume,despre-noi
48,fidolo.ro,False,nevalidat,
25,capital-invest.ro,True,probabil-nume,contact
30,apabacau.ro,True,probabil-nume,/
34,coriolan-distributie.ro,True,probabil-nume,despre-noi
36,autocenter.ro,True,probabil-nume,despre-noi
143,vestra.ro,True,probabil-nume,despre-noi
353,optimpm.com,True,probabil-nume,despre-noi
368,palmed-patronat.ro,True,probabil-nume,despre-noi
374,patronatulroman.ro,False,nevalidat,
387,philips.ro,False,probabil-nume,despre-noi
2391,orientspedition.ro,True,probabil-nume,despre-noi
1956,novamecanica.ro,False,nevalidat,
2177,textilamures.ro,True,probabil-nume,/
1738,h-metal.ro,True,probabil-nume,/
2243,vasspetroltankersrl.com,True,nevalidat,
1565,danubianmeat.ro,True,probabil-nume,despre-noi
389,pigna.ro,True,probabil-nume,/
1093,dmt-winches.com,True,probabil-nume,despre-noi
1150,moldagro.ro,True,nevalidat,
1181,casaauto-testergrup.ro,True,probabil-nume,contact
3,k-box.ro,True,probabil-nume,despre-noi
