id_firma,domeniu,dovada
232,boiron.ro,site propriu boiron.ro (pagina contact) in rezultate
233,borealis-lat.com,pagina contact RO borealis-lat.com/en/ro/contact in rezultate
234,bosch.ro,site propriu bosch.ro (pagina 'Bosch in Romania - Bucuresti')
199,ro.agrana.com,site RO ro.agrana.com (imprint + shareholder info) + email office.romania@agrana.com
203,albalact.ro,site propriu albalact.ro (contact + pagini despre noi)
204,alcedo.ro,site propriu alcedo.ro (articol 'ALCEDO se muta intr-un nou sediu')
218,autoitalia.ro,cautarea 2: autoitalia.ro/despre-noi - importator oficial Fiat/Alfa/Jeep din 1993 (potriveste firma din 1993)
302,jll.ro,rezultatele indica explicit 'Website: www.jll.ro' pentru Jones Lang LaSalle Services SRL
305,masteractivities.ro,site propriu masteractivities.ro (pagina contact 'Just Master Activities')
308,kaufland.ro,site propriu kaufland.ro (despre-noi) + email office@kaufland.ro + subdomenii cariere/despre
309,kepler-rominfo.com,domeniu propriu kepler-rominfo.com ('Software. Delivered. - Kepler Rominfo') in rezultate
310,kia.ro,cautarea 2: kia.ro site oficial; pagina kia.ro despre KIA ROMAUTO (distribuitor oficial Kia din 2004)
311,kik.ro,site corporate companie.kik.ro (impressum + contact KiK Romania)
291,ing.ro,site propriu ing.ro + email contact@ing.ro in rezultate
298,ivatherm.com,site propriu ivatherm.com ('Products with Herculane Thermal Water | Ivatherm')
273,heidelbergmaterials.com,"pagina 'Romania: local market presence' pe heidelbergmaterials.com (site grup, fosta HeidelbergCement)"
279,hs.at,site grup HS Timber hs.at (newsroom/blog) in rezultate; firma parte din HS Timber Group
281,hunterdouglas.ro,rezultatele indica explicit 'Website: www.hunterdouglas.ro' + email luxalon@hunterdouglas.ro
282,husqvarna.com,site propriu husqvarna.com/ro (contact + distribuitori); firma = importatorul Husqvarna Padure & Gradina
284,hyundai-motor.ro,rezultatele indica explicit 'Website: hyundai-motor.ro' (pagina contact Hyundai Auto Romania)
260,creditcoop.ro,"site propriu creditcoop.ro (pagina contact, sediu Calea Plevnei 200 Sector 6)"
261,romcim.ro,firma redenumita ROMCIM SA; site propriu romcim.ro (locatii/contact) in rezultate
262,danone.ro,site propriu danone.ro (pagina contact) in rezultate
265,dccom.ro,"site propriu www.dccom.ro ('DC Communication', str. Uranus 150 Sector 5)"
348,petrom.ro,imprint petrom.ro in rezultate (OMV Petrom Marketing = operatorul statiilor Petrom)
2494,velmi.ro,titlu site potrivit (Velmi - Distribuitor Focsani Vrancea)
8,aerostar.ro,mentionat explicit in rezultat (site oficial www.aerostar.ro)
9,agricola.ro,mentionat explicit in raspunsul cautarii (www.agricola.ro)
13,aliant.tech,titlu site potrivit (Aliant | Contact)
2443,urbgroup.com,mentionat explicit in rezultat (site oficial URB Group - Rulmenti SA Barlad)
2450,vascar.ro,titlu site potrivit (Distribution Network - Vascar)
2429,crismih.ro,titlu site potrivit (Contact - Crismih Barlad)
2431,morandicom.ro,mentionat explicit in raspunsul cautarii (www.morandicom.ro)
2434,katar.ro,titlu site potrivit (Contact - Katar Conneg)
2418,tudialactate.ro,titlu site potrivit (TUDIA Lactate - producator branzeturi Suceava)
2420,alpinoil.ro,legatura explicita in rezultat (statiile Alpin Oil operate de Wood Chipper SRL)
2424,aquavaslui.ro,titlu site potrivit (AquaVas - operator apa Vaslui)
2405,sav-com.ro,mentionat explicit in raspunsul cautarii (www.sav-com.ro)
2406,mesopotamia.ro,legatura explicita in rezultat (SET Corporation opereaza lantul Mesopotamia)
2408,simos.ro,titlu site potrivit (Supermarket Fast Food Distributie Falticeni - SIMOS)
2409,spartan.ro,legatura explicita in rezultat (spartan.ro/terms: utilizator legal brand SPARTAN RO30852551)
2412,tarsin.ro,mentionat explicit in rezultat (Website TARSINCOM SRL https://tarsin.ro)
98,vimercati.com,titlu site potrivit (site grup Vimercati - Location & Contacts)
106,comcerealbt.ro,titlu site potrivit (Comcereal Botosani - prelucrare depozitare cereale)
107,conrecbotosani.ro,titlu site potrivit (Conrec Botosani)
89,tectriu.com,titlu site potrivit (site grup Tecnostamp Triulzi - facilitate Hemeius)
113,electroalfa.ro,electroalfa.ro/contact-page in rezultate; grupul Electroalfa Botosani
116,five-continents.eu,site oficial Five Continents Group (lactate Rachiti) in rezultate
192,bento.ro,raport BVB (BENTO): website www.bento.ro; email investors@bento.ro
195,abb.com,new.abb.com/ro/abb-in-romania - paginile oficiale ABB Romania in rezultate
198,afcon-electra.com,afcon-electra.com/contacts in rezultate; nume identic
181,romnav.ro,"cylex: titlu ""Romnav SA - Www.romnav.ro"""
182,romway.ro,romway.ro in rezultate; titlu ROMWAY; firma drumuri Braila
171,irmex.suzuki.ro,pagina oficiala dealer irmex.suzuki.ro/despre-noi (site pe domeniul Suzuki)
174,locket.ro,locket.ro/coverage: biroul Braila acopera BR GL TL CT CL IL BZ VN
175,locket.ro,acelasi grup Locket (aceeasi adresa Sos. Ramnicu Sarat 86); locket.ro aparut in rezultatele Locket
158,chimagri.wordpress.com,"blog oficial ""Chimagri"" pe wordpress.com in rezultate"
159,comision-braila.ro,"www.comision-braila.ro cu titlul ""comision trade srl braila"""
160,apabraila.ro,risco: website www.apabraila.ro; email dunarea@apabraila.ro; si cupdunarea.ro oficial
163,eldomir.ro,eldomir.ro (statii carburant/ferma) corespunde ELDOMIR SRL Tufesti (comert carburanti)
165,eurobuilding.ro,eurobuilding.ro/contact si /despre-noi in rezultate
167,flip.ro,Flip Technologies = Flip (marketplace refurbished); flip.ro verificat prin fetch
250,conarg.co,www.conarg.co - site oficial Conarg AG in rezultate
251,concelex.ro,"concelex.ro in rezultate; titlu ""Concelex Romania"""
254,contigrup.ro,contigrup.ro/contact in rezultate; email office@contigrup.ro
255,conversion.ro,rezultate: website www.conversion.ro; email contact@conversion.ro
256,cos.ro,cos.ro homepage in rezultate; email office@cos.ro
257,corteva.com,corteva.com/ro - paginile oficiale Corteva Romania in rezultate
236,paptot.ro,"romanian-companies.eu: ""Website of BP PUBLISHING MEDIA SRL https://paptot.ro"" (editor Forbes Romania)"
237,brain4strategy.com.pr,"site verificat prin fetch: ""Brain 4 Strategy"" fondat de Ana-Maria Diceanu; email office@brain4strategy.com.pr"
238,brainspotting.ro,site verificat prin fetch: Brainspotting recrutare IT Bucuresti; contact@brainspotting.ro
241,brd.ro,site oficial BRD Groupe Societe Generale verificat prin fetch
243,cdmediase.eu,cdmedia.gr redirect 301 spre gr.cdmediase.eu (CD Media SE distribuitor jocuri/software)
245,cec.ro,Wikipedia CEC Bank: website oficial www.cec.ro
247,colliers.com,colliers.com - site oficial Colliers (pagina en-ro pentru Romania)
